combined/run1/order0-0//bench-strnlen0.out
combined/run1/order0-0//bench-strnlen1.out
combined/run1/order0-0//bench-strnlen2.out
combined/run1/order0-0//bench-strnlen3.out
combined/run1/order0-0//bench-strnlen4.out
combined/run1/order0-0//bench-strnlen5.out
combined/run1/order0-0//bench-strnlen6.out
combined/run1/order0-0//bench-strnlen7.out
combined/run1/order0-0//bench-strnlen8.out
combined/run1/order0-0//bench-strnlen9.out

Results For: strnlen
len ,align ,max_char ,maxlen ,__strnlen_evex ,__strnlen_evex_sunil 
2048,64    ,127      ,1376   ,25.967         ,25.446              ,1.02  
2752,0     ,127      ,2048   ,32.663         ,33.472              ,0.976 
2752,1     ,127      ,2048   ,34.412         ,33.513              ,1.027 
2752,64    ,127      ,2048   ,34.353         ,34.939              ,0.983 
2048,0     ,127      ,2752   ,36.298         ,35.279              ,1.029 
2048,1     ,127      ,2752   ,36.287         ,35.351              ,1.026 
2048,64    ,127      ,2752   ,38.003         ,36.968              ,1.028 
1344,0     ,127      ,2048   ,27.943         ,26.242              ,1.065 
1344,1     ,127      ,2048   ,27.815         ,26.253              ,1.059 
1344,64    ,127      ,2048   ,28.29          ,27.434              ,1.031 
2048,0     ,127      ,1344   ,24.138         ,25.069              ,0.963 
2048,1     ,127      ,1344   ,24.152         ,25.561              ,0.945 
2048,64    ,127      ,1344   ,24.561         ,25.996              ,0.945 
4096,0     ,127      ,4096   ,57.033         ,67.993              ,0.839 
4096,1     ,127      ,4096   ,59.828         ,68.655              ,0.871 
4096,64    ,127      ,4096   ,63.043         ,68.665              ,0.918 
4128,0     ,127      ,4096   ,58.205         ,71.373              ,0.816 
4128,1     ,127      ,4096   ,63.803         ,72.516              ,0.88  
4128,64    ,127      ,4096   ,64.892         ,71.293              ,0.91  
4096,0     ,127      ,4128   ,62.09          ,70.561              ,0.88  
4096,1     ,127      ,4128   ,62.215         ,70.233              ,0.886 
4096,64    ,127      ,4128   ,65.242         ,72.372              ,0.901 
4064,0     ,127      ,4096   ,63.076         ,72.34               ,0.872 
4064,1     ,127      ,4096   ,62.612         ,81.429              ,0.769 
4064,64    ,127      ,4096   ,62.369         ,72.402              ,0.861 
4096,0     ,127      ,4064   ,59.436         ,72.281              ,0.822 
4096,1     ,127      ,4064   ,58.196         ,69.071              ,0.843 
4096,64    ,127      ,4064   ,64.04          ,69.613              ,0.92  
4160,0     ,127      ,4096   ,58.299         ,68.692              ,0.849 
4160,1     ,127      ,4096   ,64.167         ,70.26               ,0.913 
4160,64    ,127      ,4096   ,60.097         ,71.962              ,0.835 
4096,0     ,127      ,4160   ,61.433         ,71.727              ,0.856 
4096,1     ,127      ,4160   ,61.574         ,69.497              ,0.886 
4096,64    ,127      ,4160   ,64.234         ,72.754              ,0.883 
4032,0     ,127      ,4096   ,63.112         ,67.97               ,0.929 
4032,1     ,127      ,4096   ,62.304         ,78.28               ,0.796 
4032,64    ,127      ,4096   ,61.339         ,70.516              ,0.87  
4096,0     ,127      ,4032   ,58.17          ,68.865              ,0.845 
4096,1     ,127      ,4032   ,58.106         ,68.79               ,0.845 
4096,64    ,127      ,4032   ,58.175         ,69.181              ,0.841 
4192,0     ,127      ,4096   ,58.178         ,69.181              ,0.841 
4192,1     ,127      ,4096   ,63.953         ,70.456              ,0.908 
4192,64    ,127      ,4096   ,60.118         ,69.791              ,0.861 
4096,0     ,127      ,4192   ,62.055         ,71.547              ,0.867 
4096,1     ,127      ,4192   ,62.592         ,67.636              ,0.925 
4096,64    ,127      ,4192   ,72.376         ,78.04               ,0.927 
4000,0     ,127      ,4096   ,67.406         ,70.64               ,0.954 
4000,1     ,127      ,4096   ,60.21          ,79.746              ,0.755 
4000,64    ,127      ,4096   ,62.232         ,78.991              ,0.788 
4096,0     ,127      ,4000   ,58.418         ,70.415              ,0.83  
4096,1     ,127      ,4000   ,58.418         ,70.067              ,0.834 
4096,64    ,127      ,4000   ,58.307         ,72.53               ,0.804 
4224,0     ,127      ,4096   ,58.578         ,72.59               ,0.807 
4224,1     ,127      ,4096   ,59.804         ,69.515              ,0.86  
4224,64    ,127      ,4096   ,60.835         ,70.157              ,0.867 
4096,0     ,127      ,4224   ,62.37          ,70.691              ,0.882 
4096,1     ,127      ,4224   ,72.692         ,80.944              ,0.898 
4096,64    ,127      ,4224   ,69.896         ,81.497              ,0.858 
3968,0     ,127      ,4096   ,65.362         ,69.371              ,0.942 
3968,1     ,127      ,4096   ,63.111         ,81.054              ,0.779 
3968,64    ,127      ,4096   ,62.477         ,78.073              ,0.8   
4096,0     ,127      ,3968   ,56.652         ,70.922              ,0.799 
4096,1     ,127      ,3968   ,58.129         ,69.212              ,0.84  
4096,64    ,127      ,3968   ,58.26          ,68.142              ,0.855 
4256,0     ,127      ,4096   ,58.31          ,70.876              ,0.823 
4256,1     ,127      ,4096   ,60.287         ,71.738              ,0.84  
4256,64    ,127      ,4096   ,59.894         ,71.73               ,0.835 
4096,0     ,127      ,4256   ,65.513         ,82.229              ,0.797 
4096,1     ,127      ,4256   ,61.267         ,79.252              ,0.773 
4096,64    ,127      ,4256   ,67.339         ,81.848              ,0.823 
3936,0     ,127      ,4096   ,60.484         ,77.341              ,0.782 
3936,1     ,127      ,4096   ,60.363         ,78.391              ,0.77  
3936,64    ,127      ,4096   ,61.243         ,80.504              ,0.761 
4096,0     ,127      ,3936   ,56.76          ,69.229              ,0.82  
4096,1     ,127      ,3936   ,56.701         ,69.948              ,0.811 
4096,64    ,127      ,3936   ,58.382         ,68.299              ,0.855 
4288,0     ,127      ,4096   ,58.361         ,72.035              ,0.81  
4288,1     ,127      ,4096   ,60.519         ,71.539              ,0.846 
4288,64    ,127      ,4096   ,59.575         ,70.166              ,0.849 
4096,0     ,127      ,4288   ,62.124         ,81.802              ,0.759 
4096,1     ,127      ,4288   ,61.101         ,82.408              ,0.741 
4096,64    ,127      ,4288   ,64.03          ,82.411              ,0.777 
3904,0     ,127      ,4096   ,60.927         ,78.535              ,0.776 
3904,1     ,127      ,4096   ,60.575         ,79.557              ,0.761 
3904,64    ,127      ,4096   ,59.748         ,82.266              ,0.726 
4096,0     ,127      ,3904   ,56.226         ,66.083              ,0.851 
4096,1     ,127      ,3904   ,56.405         ,69.105              ,0.816 
4096,64    ,127      ,3904   ,56.534         ,69.539              ,0.813 
4320,0     ,127      ,4096   ,58.256         ,69.016              ,0.844 
4320,1     ,127      ,4096   ,60.144         ,70.504              ,0.853 
4320,64    ,127      ,4096   ,61.641         ,69.134              ,0.892 
4096,0     ,127      ,4320   ,61.536         ,81.18               ,0.758 
4096,1     ,127      ,4320   ,60.979         ,82.041              ,0.743 
4096,64    ,127      ,4320   ,63.597         ,80.946              ,0.786 
3872,0     ,127      ,4096   ,61.394         ,79.526              ,0.772 
3872,1     ,127      ,4096   ,58.837         ,77.481              ,0.759 
3872,64    ,127      ,4096   ,60.912         ,79.303              ,0.768 
4096,0     ,127      ,3872   ,56.476         ,69.06               ,0.818 
4096,1     ,127      ,3872   ,56.851         ,66.125              ,0.86  
4096,64    ,127      ,3872   ,56.615         ,69.591              ,0.814 
4352,0     ,127      ,4096   ,57.964         ,69.497              ,0.834 
4352,1     ,127      ,4096   ,61.223         ,70.256              ,0.871 
4352,64    ,127      ,4096   ,59.7           ,68.6                ,0.87  
4096,0     ,127      ,4352   ,61.289         ,81.176              ,0.755 
4096,1     ,127      ,4352   ,61.23          ,82.922              ,0.738 
4096,64    ,127      ,4352   ,64.056         ,80.905              ,0.792 
3840,0     ,127      ,4096   ,58.264         ,79.05               ,0.737 
3840,1     ,127      ,4096   ,58.11          ,76.233              ,0.762 
3840,64    ,127      ,4096   ,60.391         ,78.371              ,0.771 
4096,0     ,127      ,3840   ,54.704         ,67.838              ,0.806 
4096,1     ,127      ,3840   ,56.379         ,67.755              ,0.832 
4096,64    ,127      ,3840   ,56.656         ,67.463              ,0.84  
4384,0     ,127      ,4096   ,58.528         ,71.747              ,0.816 
4384,1     ,127      ,4096   ,59.798         ,69.06               ,0.866 
4384,64    ,127      ,4096   ,60.01          ,70.476              ,0.851 
4096,0     ,127      ,4384   ,61.228         ,79.12               ,0.774 
4096,1     ,127      ,4384   ,60.579         ,82.855              ,0.731 
4096,64    ,127      ,4384   ,63.911         ,80.685              ,0.792 
3808,0     ,127      ,4096   ,59.586         ,74.902              ,0.796 
3808,1     ,127      ,4096   ,59.915         ,75.834              ,0.79  
3808,64    ,127      ,4096   ,59.531         ,79.025              ,0.753 
4096,0     ,127      ,3808   ,55.375         ,66.199              ,0.836 
4096,1     ,127      ,3808   ,55.221         ,68.792              ,0.803 
4096,64    ,127      ,3808   ,56.718         ,69.653              ,0.814 
4416,0     ,127      ,4096   ,57.638         ,72.123              ,0.799 
4416,1     ,127      ,4096   ,59.835         ,71.895              ,0.832 
4416,64    ,127      ,4096   ,60.625         ,69.219              ,0.876 
4096,0     ,127      ,4416   ,64.071         ,83.881              ,0.764 
4096,1     ,127      ,4416   ,64.225         ,81.295              ,0.79  
4096,64    ,127      ,4416   ,64.18          ,81.253              ,0.79  
3776,0     ,127      ,4096   ,59.295         ,76.467              ,0.775 
3776,1     ,127      ,4096   ,58.909         ,77.373              ,0.761 
3776,64    ,127      ,4096   ,58.041         ,80.029              ,0.725 
4096,0     ,127      ,3776   ,55.836         ,65.866              ,0.848 
4096,1     ,127      ,3776   ,54.746         ,68.23               ,0.802 
4096,64    ,127      ,3776   ,55.48          ,68.505              ,0.81  
4448,0     ,127      ,4096   ,58.575         ,72.15               ,0.812 
4448,1     ,127      ,4096   ,61.872         ,72.972              ,0.848 
4448,64    ,127      ,4096   ,60.337         ,73.424              ,0.822 
4096,0     ,127      ,4448   ,61.455         ,81.482              ,0.754 
4096,1     ,127      ,4448   ,61.655         ,82.489              ,0.747 
4096,64    ,127      ,4448   ,63.719         ,80.89               ,0.788 
3744,0     ,127      ,4096   ,57.352         ,78.861              ,0.727 
3744,1     ,127      ,4096   ,57.307         ,76.466              ,0.749 
3744,64    ,127      ,4096   ,59.079         ,77.407              ,0.763 
4096,0     ,127      ,3744   ,55.025         ,65.831              ,0.836 
4096,1     ,127      ,3744   ,55.873         ,64.913              ,0.861 
4096,64    ,127      ,3744   ,54.991         ,68.223              ,0.806 
4480,0     ,127      ,4096   ,58.093         ,70.802              ,0.82  
4480,1     ,127      ,4096   ,60.334         ,70.213              ,0.859 
4480,64    ,127      ,4096   ,60.805         ,69.797              ,0.871 
4096,0     ,127      ,4480   ,60.816         ,82.319              ,0.739 
4096,1     ,127      ,4480   ,60.427         ,80.135              ,0.754 
4096,64    ,127      ,4480   ,64.179         ,81.347              ,0.789 
3712,0     ,127      ,4096   ,56.774         ,78.015              ,0.728 
3712,1     ,127      ,4096   ,56.126         ,75.224              ,0.746 
3712,64    ,127      ,4096   ,59.087         ,76.656              ,0.771 
4096,0     ,127      ,3712   ,53.439         ,68.577              ,0.779 
4096,1     ,127      ,3712   ,54.86          ,66.606              ,0.824 
4096,64    ,127      ,3712   ,54.973         ,64.684              ,0.85  
4512,0     ,127      ,4096   ,58.103         ,71.552              ,0.812 
4512,1     ,127      ,4096   ,60.148         ,67.621              ,0.889 
4512,64    ,127      ,4096   ,59.748         ,69.441              ,0.86  
4096,0     ,127      ,4512   ,61.376         ,81.261              ,0.755 
4096,1     ,127      ,4512   ,60.838         ,80.503              ,0.756 
4096,64    ,127      ,4512   ,64.2           ,80.158              ,0.801 
3680,0     ,127      ,4096   ,60.575         ,77.796              ,0.779 
3680,1     ,127      ,4096   ,57.495         ,74.922              ,0.767 
3680,64    ,127      ,4096   ,57.318         ,78.225              ,0.733 
4096,0     ,127      ,3680   ,53.17          ,66.282              ,0.802 
4096,1     ,127      ,3680   ,53.407         ,66.327              ,0.805 
4096,64    ,127      ,3680   ,55.147         ,65.821              ,0.838 
4544,0     ,127      ,4096   ,58.867         ,69.789              ,0.843 
4544,1     ,127      ,4096   ,60.51          ,70.092              ,0.863 
4544,64    ,127      ,4096   ,61.27          ,70.49               ,0.869 
4096,0     ,127      ,4544   ,61.763         ,79.379              ,0.778 
4096,1     ,127      ,4544   ,61.028         ,79.236              ,0.77  
4096,64    ,127      ,4544   ,65.8           ,81.066              ,0.812 
3648,0     ,127      ,4096   ,57.414         ,75.37               ,0.762 
3648,1     ,127      ,4096   ,57.238         ,75.242              ,0.761 
3648,64    ,127      ,4096   ,56.441         ,76.776              ,0.735 
4096,0     ,127      ,3648   ,53.447         ,64.308              ,0.831 
4096,1     ,127      ,3648   ,53.402         ,65.891              ,0.81  
4096,64    ,127      ,3648   ,53.45          ,66.431              ,0.805 
4576,0     ,127      ,4096   ,58.358         ,71.697              ,0.814 
4576,1     ,127      ,4096   ,61.475         ,71.246              ,0.863 
4576,64    ,127      ,4096   ,60.802         ,69.797              ,0.871 
4096,0     ,127      ,4576   ,61.064         ,82.75               ,0.738 
4096,1     ,127      ,4576   ,60.457         ,83.041              ,0.728 
4096,64    ,127      ,4576   ,65.448         ,80.088              ,0.817 
3616,0     ,127      ,4096   ,55.946         ,74.989              ,0.746 
3616,1     ,127      ,4096   ,55.644         ,76.649              ,0.726 
3616,64    ,127      ,4096   ,57.323         ,76.061              ,0.754 
